Ticker,Rating Date,Fiscal Year,RTG_SP_LT_LC_ISSUER_CREDIT,COUNTRY,GICS_INDUSTRY_NAME,BS_TOT_ASSET,SALES_REV_TURN,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_COM_EQY,GROSS_MARGIN,ADJ_SG&A_TO_SALES,EBITDA_MARGIN,EBIT_MARGIN,OPER_INC_TO_NET_SALES,PROF_MARGIN,NORMALIZED_PROFIT_MARGIN,FREE_CASH_FLOW_MARGIN,ASSET_TURNOVER,NET_FIX_ASSET_TURN,ACCT_RCV_TURN,INVENT_TURN,CUR_RATIO,QUICK_RATIO,CASH_RATIO,ACCT_RCV_DAYS,INVENT_DAYS,ACCOUNTS_PAYABLE_TURNOVER_DAYS,CASH_CONVERSION_CYCLE,TOT_DEBT_TO_TOT_EQY,TOT_DEBT_TO_TOT_CAP,LT_DEBT_TO_COM_EQY,LT_DEBT_TO_TOT_CAP,NON_CUR_LIAB_TO_TOT_ASSET,EBIT_TO_INT_EXP,EBITDA_TO_TOT_INT_EXP,EBITDA_LES_CAP_EXPEND_TO_INT_EXPP,TOT_DEBT_TO_EBITDA,NET_DEBT_TO_EBITDA
WY US Equity,31/12/2017,-0FY,BBB,US,Equity Real Estate Investment,18059.00,7196.00,1201.00,367.00,-1420.00,3.12,5.72,6.44,26.38,NA,22.96,15.72,15.72,8.09,13.51,10.87,0.39,3.98,18.31,14.30,1.47,1.05,0.71,19.93,25.53,16.53,28.93,70.73,41.43,70.03,41.02,44.27,2.88,4.11,3.07,3.81,3.31
WEX US Equity,31/12/2017,-0FY,BB-,US,IT Services,6739.18,1250.55,132.95,-163.50,347.69,2.52,6.48,9.99,87.73,NA,35.42,19.13,19.13,12.82,10.94,4.29,0.20,7.55,0.55,NA,1.32,1.26,0.22,668.75,NA,1698.90,NA,140.94,58.50,141.70,58.50,38.42,2.23,4.14,3.40,5.47,4.27
WETHAQ KK Equity,31/12/2017,-0FY,BB,KU,Insurance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WRK US Equity,31/12/2017,-0FY,BBB,US,Containers & Packaging,25089.00,14859.70,1900.50,-1285.80,-657.50,2.94,5.68,7.06,18.44,NA,13.13,5.62,5.62,4.77,4.68,7.55,0.62,1.61,8.54,7.06,1.49,0.73,0.10,42.73,51.73,37.85,56.61,63.08,38.68,57.49,35.09,46.59,3.01,7.03,4.22,3.36,3.21
WBC AU Equity,31/12/2017,-0FY,AA-,AU,Banks,851875.00,37501.00,6573.00,-28513.00,23322.00,0.94,2.96,13.38,NA,NA,NA,NA,30.66,36.68,36.16,28.96,0.04,23.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.58,77.56,260.21,58.35,NA,NA,NA,NA,NA,NA
WN CN Equity,31/12/2017,-0FY,BBB,CA,Food & Staples Retailing,38499.00,48292.00,2869.00,-1075.00,-1320.00,1.99,7.05,10.20,29.93,NA,8.75,5.26,5.26,1.57,0.48,3.50,1.26,4.16,37.03,7.37,1.30,0.47,0.33,9.86,49.52,NA,NA,91.48,47.78,147.76,37.12,36.87,4.90,8.13,5.86,3.19,2.44
WLB US Equity,31/12/2017,-0FY,CCC,US,"Oil, Gas & Consumable Fuels",1584.91,1477.96,151.93,-155.69,40.91,-1.81,12.96,NA,21.74,NA,15.12,2.58,2.58,-1.83,-2.35,7.16,0.99,1.87,10.75,9.34,1.00,0.53,0.16,34.03,39.18,39.79,33.43,NA,264.73,NA,244.13,119.61,0.31,1.83,1.46,4.96,4.70
WLK US Equity,31/12/2017,-0FY,BBB,US,Chemicals,12076.00,8041.00,1538.00,-652.00,186.00,11.36,17.19,30.89,22.00,NA,22.81,15.33,15.33,16.22,9.01,11.95,0.70,1.25,9.08,7.37,1.76,1.27,0.78,40.19,49.50,31.36,58.33,71.47,41.68,64.16,33.97,39.25,7.75,11.53,7.91,2.09,1.26
WJA CN Equity,31/12/2017,-0FY,BBB-,CA,Airlines,6499.84,4502.32,948.89,-1167.72,-154.92,4.48,8.00,13.27,60.89,NA,18.70,9.75,9.75,6.30,6.19,0.42,0.71,1.05,34.98,45.98,1.04,0.87,0.80,10.43,7.94,NA,NA,92.61,48.08,85.69,44.49,39.39,6.00,9.06,-0.95,2.43,0.80
WFD AU Equity,31/12/2017,-0FY,BBB+   *+,AU,Equity Real Estate Investment,21254.30,1419.50,703.80,-1109.10,614.40,7.75,9.20,15.24,NA,NA,NA,24.11,24.11,109.28,54.28,-41.80,0.07,NA,NA,NA,0.83,NA,0.52,NA,NA,NA,NA,66.45,39.92,66.87,39.90,NA,2.45,NA,NA,NA,NA
WFA AU Equity,31/12/2017,-0FY,BBB+   *+,AU,NA,14601.40,1872.90,633.30,-710.80,-16.90,3.74,5.15,11.30,NA,NA,66.88,66.88,66.88,31.87,31.87,-16.57,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.55,51.11,124.06,46.85,NA,2.21,2.17,0.54,5.37,5.23
WU US Equity,31/12/2017,-0FY,BBB,US,IT Services,9231.40,5524.30,735.80,-204.60,-570.50,-5.97,-25.20,NA,39.26,NA,13.33,8.57,8.57,-10.08,14.24,11.47,0.59,25.42,NA,NA,0.82,0.14,0.14,NA,NA,NA,NA,NA,119.33,NA,119.33,38.60,3.33,5.18,4.46,4.12,2.98
WES US Equity,31/12/2017,-0FY,BBB-,US,"Oil, Gas & Consumable Fuels",8014.35,2248.36,901.50,-763.60,-417.00,7.21,9.81,6.03,30.51,NA,40.61,27.67,27.67,25.24,12.00,10.07,0.29,0.42,11.72,174.43,0.60,0.56,0.19,31.14,2.09,55.13,-21.90,87.25,46.60,88.63,46.60,45.16,4.37,6.12,1.59,3.80,3.71
WRG CN Equity,31/12/2017,-0FY,B,CA,Energy Equipment & Services,NA,238.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.72,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WDC US Equity,31/12/2017,-0FY,BB+,US,"Technology Hardware, Storage &",29860.00,19093.00,3437.00,-636.00,-4598.00,1.27,3.17,3.52,31.80,NA,21.38,10.23,10.23,2.08,6.18,14.97,0.61,5.84,11.20,5.83,2.55,1.92,1.47,32.50,62.48,55.45,39.52,115.18,53.53,113.14,52.58,47.21,2.31,4.82,4.14,3.22,1.66
WR US Equity,31/12/2017,-0FY,BBB+,US,Electric Utilities,11624.37,2571.00,912.44,-780.43,-131.64,2.80,5.76,8.40,78.94,NA,41.33,25.62,25.62,12.60,51.39,5.76,0.22,0.27,8.88,1.82,0.88,0.36,0.00,41.12,200.08,144.88,96.31,105.51,51.34,96.44,47.51,NA,3.85,5.83,1.64,3.83,3.83
WFT CN Equity,31/12/2017,-0FY,BBB-,CA,Paper & Forest Products,4517.00,5134.00,902.00,-854.00,175.00,14.69,20.33,24.00,26.43,NA,21.04,16.95,16.95,11.61,11.51,11.02,1.26,2.87,18.98,6.04,2.21,0.95,0.44,19.23,60.45,21.48,58.20,23.33,18.92,23.33,18.92,26.74,36.25,45.00,31.00,0.59,0.35
2233 HK Equity,31/12/2017,-0FY,B+,CH,Construction Materials,11181.58,3719.28,1070.56,-189.55,-77.17,0.09,0.49,0.18,18.19,NA,35.12,14.36,14.36,0.28,0.38,18.58,0.33,0.43,8.20,5.61,1.05,0.72,0.52,44.65,65.23,69.69,40.19,67.86,40.43,46.89,27.70,25.65,2.02,4.94,3.51,3.07,2.11
WES AU Equity,31/12/2017,-0FY,A-,AU,Food & Staples Retailing,40115.00,68360.00,4226.00,-53.00,-3771.00,7.10,10.15,12.25,NA,NA,7.95,6.10,6.10,4.20,4.13,3.72,1.69,7.18,41.44,7.25,0.93,0.22,0.10,8.81,50.35,NA,NA,22.61,18.44,16.98,13.85,14.35,19.05,24.83,17.15,1.00,0.81
WCC US Equity,31/12/2017,-0FY,BB,US,Trading Companies & Distributo,4735.47,7679.02,149.12,-5.30,-136.01,3.57,NA,8.00,19.33,13.67,5.01,4.18,4.18,2.13,2.47,1.66,1.68,48.90,6.97,6.97,2.31,1.24,0.11,52.39,52.37,42.80,61.97,65.51,39.58,61.95,37.50,33.33,NA,NA,NA,3.60,3.29
WAIR US Equity,31/12/2017,-0FY,B,US,Aerospace & Defense,1754.11,1429.43,-26.93,-8.92,20.42,-12.82,NA,-30.97,25.32,NA,-12.62,-14.61,-14.61,-16.60,9.36,-2.51,0.77,28.34,5.66,1.39,3.87,1.06,0.20,64.54,263.50,56.51,271.53,133.72,57.21,121.72,52.08,45.81,NA,NA,NA,NA,NA
WEN US Equity,31/12/2017,-0FY,B,US,"Hotels, Restaurants & Leisure",4096.94,1223.41,251.64,-67.31,-211.12,4.83,8.50,35.25,58.07,NA,27.83,17.55,17.55,15.86,8.71,13.89,0.30,1.00,11.48,170.78,1.78,1.26,0.75,31.72,2.13,17.87,15.98,480.53,82.77,475.26,81.87,80.46,1.82,2.88,2.19,8.09,7.59
MF FP Equity,31/12/2017,-0FY,BBB-,FR,Diversified Financial Services,16311.20,8283.60,718.40,958.30,-337.90,-2.11,-0.71,-14.00,NA,NA,15.58,8.75,8.75,-4.43,5.16,4.70,0.48,5.13,4.20,NA,1.53,1.30,0.80,87.11,NA,NA,NA,271.30,73.07,335.64,61.90,56.64,1.85,3.30,2.46,6.93,4.60
WELL US Equity,31/12/2017,-0FY,BBB+,US,Equity Real Estate Investment,27944.45,4316.64,1434.18,154.58,-1886.68,1.84,1.96,3.41,NA,NA,40.39,19.03,19.03,12.11,6.56,3.38,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.68,43.40,19.56,9.92,NA,1.70,3.50,0.91,6.73,6.59
WFC US Equity,31/12/2017,-0FY,A,US,Banks,1951757.00,97741.00,18722.00,-5164.00,-10920.00,1.14,4.13,11.53,NA,NA,NA,NA,28.01,25.10,21.14,21.18,0.05,11.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.77,61.20,123.92,41.95,NA,NA,NA,NA,NA,NA
WCG US Equity,31/12/2017,-0FY,BB,US,Health Care Providers & Servic,8364.60,17007.20,1050.00,-1641.00,828.20,5.15,13.01,16.92,13.30,8.46,3.87,3.16,3.16,2.20,2.13,5.42,2.34,57.26,35.73,NA,1.31,1.15,1.05,10.22,NA,47.49,NA,48.93,32.85,48.93,32.85,17.99,7.85,9.60,7.73,1.80,-5.30
WBT US Equity,31/12/2017,-0FY,B+,US,Machinery,1840.40,1445.40,137.80,-3.40,-59.80,7.42,NA,NA,37.15,NA,18.47,15.16,15.16,9.27,7.53,8.10,0.80,13.06,17.48,6.10,1.32,0.73,0.44,20.88,59.84,42.27,38.45,1116.76,91.78,1116.12,91.73,78.24,NA,NA,NA,4.62,4.14
WEIR LN Equity,31/12/2017,-0FY,BBB-,GB,Machinery,NA,2355.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39,12.39,6.86,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WRI US Equity,31/12/2017,-0FY,BBB,US,Equity Real Estate Investment,4196.64,573.16,269.76,298.99,-588.70,7.78,8.76,20.87,NA,NA,60.11,30.96,30.96,58.50,23.02,23.47,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.99,53.49,25.34,10.63,NA,2.21,4.04,2.46,6.04,6.00
WTW US Equity,31/12/2017,-0FY,B,US,Diversified Consumer Services,1246.00,1306.91,222.27,-40.79,-207.09,12.99,29.37,NA,53.00,16.14,24.35,20.45,20.45,12.51,9.68,15.96,1.04,26.79,50.82,19.09,0.61,0.31,0.24,7.16,19.07,19.29,6.94,NA,224.60,NA,214.40,153.65,2.37,2.82,2.70,5.73,5.47
2338 HK Equity,31/12/2017,-0FY,BBB,CH,Machinery,163990.68,92732.66,7681.46,-19718.94,12481.65,1.74,5.13,7.67,22.25,NA,10.88,4.53,4.53,2.63,2.75,3.47,0.66,3.27,4.00,5.15,1.30,0.86,0.38,91.48,71.10,87.82,74.76,132.18,56.93,128.38,39.38,36.86,3.27,7.86,4.39,5.84,3.61
WEC US Equity,31/12/2017,-0FY,A-,US,Multi-Utilities,31590.50,7648.50,2079.60,-2239.60,161.40,3.90,7.67,13.09,63.09,NA,33.78,23.34,23.34,15.75,13.02,1.57,0.25,0.37,5.90,5.01,0.57,0.36,0.01,61.86,72.84,113.24,21.45,116.24,53.76,92.45,42.61,NA,4.29,6.07,1.47,4.27,4.26
WBS US Equity,31/12/2017,-0FY,BBB,US,Banks,26487.65,1173.08,444.97,-527.22,122.75,0.97,4.33,9.97,NA,NA,NA,NA,30.16,24.19,22.64,39.44,0.04,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.23,48.52,74.57,36.26,NA,NA,NA,NA,NA,NA
WFT US Equity,31/12/2017,-0FY,B,SZ,Energy Equipment & Services,9747.00,5699.00,-388.00,-62.00,26.00,-25.10,-28.70,NA,14.21,NA,-23.30,-37.36,-37.36,-49.36,-30.68,-10.76,0.51,1.59,4.58,3.22,1.74,0.77,0.27,79.61,113.33,71.84,121.10,NA,108.02,NA,105.94,82.98,-3.58,-2.23,-2.61,NA,NA
WATAN AB Equity,31/12/2017,-0FY,BBB,SR,Insurance,234.08,46.19,-19.05,9.40,1.76,20.86,21.77,21.77,NA,NA,99.69,NA,96.51,96.79,90.62,-41.14,0.22,23.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,NA,NA,NA,NA,0.00,-0.95
WM US Equity,31/12/2017,-0FY,A-,US,Commercial Services & Supplies,21829.00,14485.00,3180.00,-1379.00,-1811.00,9.13,15.06,34.45,37.72,NA,27.70,18.20,18.20,13.46,9.90,11.54,0.68,1.29,8.27,97.00,0.80,0.56,0.01,44.16,3.76,37.18,10.74,157.08,61.10,145.41,56.34,57.38,7.26,10.61,6.62,2.37,2.36
WRE US Equity,31/12/2017,-0FY,BBB,US,Equity Real Estate Investment,2359.43,325.08,130.63,-196.35,60.73,0.85,0.89,1.83,NA,NA,47.28,12.81,12.81,6.05,8.58,-27.77,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.49,51.34,8.69,4.23,NA,0.88,3.17,-1.39,7.52,7.45
WPG US Equity,31/12/2017,-0FY,BBB-,US,Equity Real Estate Investment,4451.41,758.12,327.51,100.29,-435.14,4.12,5.18,20.48,NA,NA,53.52,19.10,19.10,25.99,4.56,23.88,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.09,69.52,129.02,27.76,NA,1.14,3.17,2.02,7.14,7.01
HCC US Equity,31/12/2017,-0FY,B-,US,Metals & Mining,993.32,1169.09,434.51,-92.63,-458.28,46.89,NA,78.05,46.89,NA,42.67,36.22,36.22,38.92,36.72,29.24,1.20,1.79,12.73,13.25,2.48,1.58,0.49,28.67,27.54,9.79,46.42,83.75,45.58,83.03,45.19,47.52,NA,NA,NA,0.69,0.59
WINS KK Equity,31/12/2017,-0FY,BBB+,KU,Insurance,82.58,20.88,-1.02,0.77,0.44,0.38,NA,0.73,NA,NA,NA,NA,0.44,1.54,1.54,-5.29,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,4.50,0.00,0.00,NA,NA,NA,NA,NA,NA
600309 CH Equity,31/12/2017,-0FY,BBB-,CH,Chemicals,50765.02,29896.10,6353.88,-3999.58,-2453.74,7.47,12.32,27.88,30.61,NA,30.93,21.70,21.70,12.31,12.41,7.49,0.61,0.86,7.70,4.86,0.59,0.32,0.09,47.51,75.26,60.17,62.60,138.76,58.12,62.97,21.32,19.36,6.76,8.84,4.91,2.75,2.54
2615 TT Equity,31/12/2017,-0FY,BB+,TA,Marine,76320.07,57351.49,4030.05,-2824.41,-3755.91,1.46,2.32,3.27,10.04,NA,10.53,3.27,3.27,1.99,1.67,2.62,0.73,1.28,25.07,54.76,1.89,1.66,1.50,14.60,6.68,44.43,-23.15,88.99,47.09,71.13,37.42,34.71,3.60,11.61,6.75,5.06,1.20
DIS US Equity,31/12/2017,-0FY,A+     *-,US,Media,95789.00,55137.00,12343.00,-4111.00,-8928.00,9.56,13.98,21.23,45.04,NA,30.03,24.98,24.98,16.29,16.32,15.82,0.59,1.98,6.70,21.94,0.81,0.61,0.21,54.37,16.59,80.22,-9.26,54.83,35.41,46.28,26.76,31.36,27.17,27.87,21.77,1.53,1.29
WMT US Equity,31/12/2017,-0FY,AA,US,Food & Staples Retailing,204522.00,500343.00,28337.00,-9060.00,-19388.00,4.89,9.69,12.67,25.37,NA,6.19,4.08,4.08,1.97,2.66,3.65,2.48,4.37,87.40,8.60,0.76,0.16,0.09,4.18,42.44,42.69,3.92,57.52,36.52,47.29,28.93,22.09,8.77,13.29,8.98,1.50,1.28
WD US Equity,31/12/2017,-0FY,BB-,US,Thrifts & Mortgage Finance,2208.43,711.86,1067.64,104.14,-1089.49,8.03,9.42,29.74,NA,NA,52.63,34.19,34.19,29.66,21.47,149.25,0.27,NA,NA,NA,1.18,0.17,0.17,NA,NA,NA,NA,135.17,57.48,20.24,8.55,12.31,24.98,38.45,37.91,2.94,2.43
WBA US Equity,31/12/2017,-0FY,BBB,US,Food & Staples Retailing,66009.00,118214.00,7251.00,-843.00,-12914.00,5.88,10.42,14.22,24.67,18.78,5.99,4.59,4.59,3.45,4.12,4.99,1.70,8.45,18.49,9.98,1.07,0.53,0.18,19.74,36.59,48.18,8.16,45.75,31.39,46.18,30.78,29.07,7.45,9.72,7.86,1.83,1.36
WALAA AB Equity,31/12/2017,-0FY,BBB+,SR,Insurance,604.92,150.67,137.88,-407.41,0.00,27.05,28.58,28.58,NA,NA,NA,NA,95.74,95.74,95.74,91.51,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA
WDR US Equity,31/12/2017,-0FY,BBB-,US,Capital Markets,1384.36,1157.14,53.83,-212.40,-188.71,10.13,13.60,16.46,NA,NA,23.07,NA,19.87,12.21,13.13,4.11,0.83,12.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,17.62,10.86,8.80,NA,NA,23.67,NA,0.71,-0.07
WAB US Equity,31/12/2017,-0FY,BBB,US,Machinery,6579.98,3881.76,188.81,-275.73,-78.17,3.99,6.55,10.46,27.44,NA,13.52,10.86,10.86,6.76,8.49,2.56,0.59,7.11,5.29,4.02,1.44,0.66,0.15,69.03,90.79,68.12,91.69,66.13,39.81,64.91,38.80,33.10,6.14,7.64,6.34,3.56,3.12
WNC US Equity,31/12/2017,-0FY,BB,US,Machinery,1351.51,1767.16,144.38,-332.24,215.92,9.90,14.29,22.78,14.76,NA,9.39,7.40,7.40,6.31,4.58,6.70,1.57,10.73,11.76,9.39,2.03,1.19,0.68,31.03,38.85,21.21,48.68,108.96,52.14,99.81,47.76,41.57,7.98,10.11,8.53,3.32,2.17
WTI US Equity,31/12/2017,-0FY,CCC,US,"Oil, Gas & Consumable Fuels",907.58,487.10,159.41,-107.11,-23.48,9.17,28.06,NA,33.98,NA,54.53,22.57,22.57,16.36,37.43,5.84,0.56,0.87,5.96,NA,1.13,1.05,0.59,61.19,NA,93.47,NA,NA,237.02,NA,231.55,144.65,2.40,5.80,2.94,3.73,3.36
VMC US Equity,31/12/2017,-0FY,BBB,US,Construction Materials,9504.89,3890.30,644.68,-1269.49,503.44,6.69,11.03,12.60,25.72,NA,24.50,16.63,16.63,15.45,7.89,4.76,0.43,1.08,9.35,7.92,2.66,1.30,0.32,39.06,46.10,NA,NA,57.45,36.49,56.62,35.96,43.06,2.19,3.17,1.64,3.00,2.85
UGB GG Equity,31/12/2017,-0FY,BB-,GG,NA,1563.49,160.51,NA,NA,NA,1.30,3.16,11.09,NA,NA,NA,NA,13.93,20.66,20.64,NA,0.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.93,71.50,234.87,66.93,NA,NA,NA,NA,NA,NA
VTBR RM Equity,31/12/2017,-0FY,BB+,RU,Banks,13009300.00,1342500.00,11400.00,-234100.00,512200.00,0.94,3.13,14.16,NA,NA,NA,NA,32.96,16.12,16.94,-6.71,0.10,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.67,52.53,100.65,26.32,NA,NA,NA,NA,NA,NA
VPBN SW Equity,31/12/2017,-0FY,A-,LC,Capital Markets,11793.73,350.51,-885.17,1684.51,-170.20,0.48,3.52,6.25,NA,NA,NA,NA,17.41,17.73,17.73,-270.69,0.03,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.07,45.38,44.88,24.52,NA,NA,NA,NA,NA,NA
VZRZ RM Equity,31/12/2017,-0FY,B      *-,RU,Banks,238893.00,29692.00,-8242.00,-31032.00,34708.00,0.91,4.72,8.72,NA,NA,NA,NA,8.91,13.53,8.50,-53.42,0.13,5.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.70,34.94,36.25,23.57,NA,NA,NA,NA,NA,NA
VOYA US Equity,31/12/2017,-0FY,BBB,US,Diversified Financial Services,222532.00,8618.00,1578.00,-2428.00,-345.00,-1.37,-18.10,-26.01,NA,NA,NA,NA,9.19,-34.72,1.84,18.31,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.34,23.86,27.83,19.22,NA,NA,NA,NA,NA,NA
VNO US Equity,31/12/2017,-0FY,BBB+,US,Equity Real Estate Investment,17397.93,2084.13,860.14,-206.32,-338.34,1.19,1.53,3.48,NA,NA,52.32,29.14,29.14,10.91,8.38,9.71,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169.96,62.96,249.38,53.11,NA,1.76,2.77,1.10,9.34,7.67
VNA GR Equity,31/12/2017,-0FY,BBB+,GE,Real Estate Management & Devel,32522.10,2655.60,467.60,412.10,-2446.80,7.25,9.26,19.58,NA,NA,160.36,159.34,159.34,86.64,1.95,-3.06,0.08,NA,NA,NA,0.86,NA,0.64,NA,NA,NA,NA,96.99,49.24,94.18,42.92,NA,12.25,12.33,10.74,3.16,2.80
VOLVB SS Equity,31/12/2017,-0FY,BBB+,SW,Machinery,412494.00,334748.00,37600.00,-9146.00,-16310.00,5.17,9.54,20.66,23.95,NA,13.68,8.64,8.64,6.27,6.25,6.09,0.83,3.70,3.69,5.04,1.19,0.73,0.18,98.97,72.39,84.99,86.37,117.12,53.94,69.02,31.22,33.01,15.62,24.72,15.42,2.79,1.76
VOW GR Equity,31/12/2017,-0FY,BBB+,GE,Automobiles,NA,230682.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VOD LN Equity,31/12/2017,-0FY,BBB+,GB,Wireless Telecommunication Ser,154684.00,47631.00,13826.00,-9290.00,-8145.00,-3.89,-5.75,-8.10,27.41,NA,31.28,8.00,8.00,-13.22,-4.84,15.83,0.29,1.45,8.60,53.52,1.01,0.48,0.35,42.46,6.82,72.25,-22.96,56.48,36.09,47.39,29.66,24.94,2.29,8.96,5.18,2.79,1.79
VMW US Equity,31/12/2017,-0FY,BBB-,US,Software,20622.00,7922.00,3211.00,-1518.00,1058.00,NA,NA,NA,85.60,36.83,25.56,21.32,21.32,7.20,20.02,37.21,NA,NA,NA,NA,2.73,2.58,2.32,NA,NA,NA,NA,54.45,35.25,54.45,35.25,37.89,22.82,27.36,23.81,2.09,-3.66
VIV FP Equity,31/12/2017,-0FY,BBB,FR,Media,34333.00,12444.00,1666.00,-2968.00,-819.00,3.68,5.68,6.63,42.06,33.09,10.84,7.15,7.15,9.87,10.26,11.29,0.37,15.55,3.32,48.07,0.92,0.74,0.21,109.86,7.59,180.44,-62.99,25.23,20.14,23.49,18.52,19.20,13.09,19.84,16.00,3.34,1.80
VST US Equity,31/12/2017,-0FY,BB-,US,Independent Power and Renewabl,NA,5430.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.68,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VC US Equity,31/12/2017,-0FY,BB,US,Auto Components,2304.00,3146.00,217.00,-175.00,-214.00,7.53,18.45,28.78,15.86,NA,11.13,8.36,8.36,5.59,6.21,3.75,1.35,8.71,5.85,15.57,2.00,1.57,0.88,62.42,23.44,63.42,22.44,51.64,34.06,54.47,30.07,32.20,12.52,16.67,11.95,1.12,-0.89
VSTO US Equity,31/12/2017,-0FY,B+,US,Leisure Products,2976.75,2546.89,154.69,-548.68,287.37,-9.27,-10.48,-18.89,26.27,NA,-4.45,-8.13,-8.13,-10.78,4.40,2.51,0.86,10.71,5.55,3.74,3.20,1.49,0.13,65.80,97.49,25.13,138.16,90.06,47.38,87.49,46.03,46.54,-4.74,-2.59,-4.67,NA,NA
VKSC US Equity,31/12/2017,-0FY,B,US,Containers & Packaging,428.98,365.20,14.79,-23.09,28.53,2.37,6.92,20.91,24.99,NA,18.18,12.67,12.67,2.69,5.55,-2.27,0.88,2.32,5.59,3.67,3.38,1.57,0.60,65.35,99.44,40.25,124.54,703.55,87.56,694.22,86.39,75.75,3.26,4.67,3.05,4.12,3.53
VIS PN Equity,31/12/2017,-0FY,B,PG,NA,5708826.53,1107889.63,NA,NA,NA,0.52,2.07,6.15,NA,NA,NA,NA,2.71,3.26,2.82,NA,0.21,10.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,239.26,70.52,232.45,68.52,NA,NA,NA,NA,NA,NA
VSH US Equity,31/12/2017,-0FY,BB+,US,"Electronic Equipment, Instrume",3459.19,2603.52,368.78,-34.81,-57.72,-0.62,-1.15,-1.36,26.87,NA,18.23,11.97,11.97,-0.78,8.64,7.62,0.80,2.97,8.48,4.66,3.88,2.90,2.30,43.04,78.41,36.93,84.53,25.90,20.57,25.94,20.57,42.34,11.19,17.05,10.93,0.78,-1.95
V US Equity,31/12/2017,-0FY,A+,US,IT Services,67977.00,18358.00,9208.00,735.00,-5688.00,10.15,14.05,24.62,NA,NA,69.18,66.15,66.15,36.49,44.81,46.31,0.28,8.34,16.90,NA,1.90,1.46,1.34,21.60,NA,NA,NA,56.07,35.92,61.02,32.50,37.11,21.57,22.56,21.30,1.45,0.24
VRTS US Equity,31/12/2017,-0FY,BB+,US,Capital Markets,2590.80,441.85,-182.69,-416.99,750.46,2.17,2.63,7.21,NA,NA,24.70,NA,17.83,8.38,11.63,-42.85,0.26,47.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.91,73.68,360.20,73.68,NA,NA,9.09,NA,15.63,13.49
VAH AU Equity,31/12/2017,-0FY,B+,AU,Airlines,6355.80,5040.60,262.30,-333.10,343.10,-3.55,-1.66,-17.77,NA,NA,3.63,-2.52,-2.52,-4.37,-0.48,-3.46,0.81,1.74,29.50,NA,0.76,0.67,0.59,12.37,NA,NA,NA,154.61,60.72,137.30,53.71,38.29,-0.74,1.06,-1.47,13.30,5.67
VIPS US Equity,31/12/2017,-0FY,BBB,CH,Internet & Direct Marketing Re,37982.82,72912.31,981.25,NA,NA,6.18,13.29,19.47,22.35,NA,NA,3.69,3.69,2.67,2.68,-2.05,2.31,13.10,20.43,9.51,1.35,0.78,0.53,17.87,38.39,61.57,-5.31,35.10,25.98,28.65,21.27,11.78,32.64,NA,NA,NA,NA
