Order,PID,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition,SalePrice
104,533223100,160,4,0.0,2403,1,0,1,1,1,4,1,10,1,1,2,2,7,5,2003,2003,2,1,2,2,2,0.0,2,1,2,2,2,2,4,244,1,0,286,530,1,3,1,1,530,550,0,1080,0,0,2,1,2,1,2,4,1,0,0,1,2003.0,3,2.0,496.0,1,1,2,0,50,0,0,0,0,0,0,0,0,6,2010,1,1,147110
107,533253060,120,1,30.0,4420,1,0,1,1,1,3,1,13,1,1,2,1,8,5,1980,1980,2,1,3,3,2,0.0,2,1,1,2,2,1,4,728,1,0,0,728,1,2,1,1,788,0,0,788,1,0,1,0,1,1,2,3,1,1,2,4,1980.0,1,2.0,484.0,1,1,2,133,42,0,0,0,0,0,0,0,0,6,2010,1,1,155000
108,533253210,120,1,40.0,3880,1,0,1,1,1,2,1,13,1,1,3,1,8,6,1978,1978,2,1,3,1,2,0.0,2,1,1,2,2,1,4,1052,1,0,174,1226,1,2,1,1,1226,0,0,1226,1,0,1,0,1,1,2,4,1,1,2,1,1978.0,1,2.0,484.0,1,1,2,223,78,0,0,0,0,0,0,0,0,1,2010,1,1,206000
109,533352170,60,1,0.0,13517,1,0,1,1,1,3,1,12,5,1,1,2,6,8,1976,2005,2,1,5,1,3,289.0,2,1,1,1,2,2,4,533,1,0,192,725,1,3,1,1,725,754,0,1479,0,0,2,1,3,1,2,6,1,0,0,1,1976.0,3,2.0,475.0,1,1,2,0,44,0,0,0,0,0,0,0,0,3,2010,1,1,130500
112,534151175,60,1,80.0,10791,1,0,2,1,1,2,1,4,1,1,1,2,6,5,1993,1993,2,1,7,8,2,0.0,1,1,2,2,2,3,4,1137,1,0,143,1280,1,3,1,1,1280,1215,0,2495,1,0,2,1,4,1,2,9,1,1,2,1,1993.0,2,2.0,660.0,1,1,2,224,32,0,0,0,0,0,0,0,0,3,2010,1,1,243500
114,534152070,50,1,0.0,18837,1,0,1,1,1,2,1,4,1,1,1,3,6,5,1978,1978,2,1,7,8,2,0.0,1,1,2,2,2,3,3,687,2,46,491,1224,1,2,1,1,1287,604,0,1891,0,1,3,0,3,1,1,7,1,1,2,1,1978.0,3,2.0,678.0,1,1,2,0,69,0,0,0,0,0,0,0,0,4,2010,1,1,212500
115,534152100,60,1,80.0,10421,1,0,2,1,1,2,1,4,1,1,1,2,7,5,1988,1988,2,1,5,6,3,42.0,1,1,1,2,2,2,4,394,1,0,586,980,1,2,1,1,980,734,0,1714,0,0,2,1,3,1,1,7,1,1,2,1,1988.0,2,2.0,496.0,1,1,2,228,66,156,0,0,0,0,1,2,500,3,2010,1,1,196500
117,534176230,60,1,80.0,9600,1,0,2,1,1,2,1,4,1,1,1,2,6,6,1971,1971,2,1,7,8,2,0.0,1,1,1,1,2,2,3,329,1,0,386,715,1,2,1,1,930,715,0,1645,0,0,1,2,4,1,1,7,1,0,0,1,1971.0,3,2.0,441.0,1,1,2,0,78,0,0,0,0,0,2,0,0,6,2010,1,1,171000
118,534202160,20,1,80.0,9600,1,0,2,1,1,2,1,1,1,1,1,1,5,5,1966,1966,1,1,2,2,3,172.0,1,1,1,1,2,2,2,698,1,0,534,1232,1,2,1,1,1232,0,0,1232,1,0,1,1,3,1,1,6,1,0,0,1,1966.0,3,2.0,490.0,1,1,2,0,224,0,0,0,0,0,0,0,0,4,2010,1,1,142250
119,534251320,20,1,0.0,9790,1,0,2,1,1,2,1,4,2,1,1,1,6,5,1963,1963,1,1,5,6,3,451.0,1,1,1,1,2,2,3,569,5,81,678,1328,1,2,1,1,1328,0,0,1328,1,0,1,1,3,1,1,6,1,2,1,1,1963.0,2,2.0,528.0,1,1,2,0,26,0,0,0,0,0,0,0,0,6,2010,1,1,143000
120,534276360,20,1,77.0,9320,1,0,1,1,1,2,1,1,1,1,1,1,4,5,1959,1959,2,1,6,1,2,0.0,1,1,1,1,2,2,3,569,1,0,381,950,1,1,1,1,1225,0,0,1225,1,0,1,1,3,1,1,6,1,0,0,0,0.0,0,0.0,0.0,0,0,2,352,0,0,0,0,0,0,0,2,400,1,2010,1,1,128950
121,534401110,20,1,90.0,9900,1,0,2,1,1,1,1,1,1,1,1,1,5,5,1966,1966,1,1,5,6,2,0.0,1,1,2,2,2,2,1,1059,1,0,150,1209,1,4,1,1,1209,0,0,1209,1,0,1,0,3,1,1,6,1,0,0,1,1966.0,3,2.0,504.0,1,1,2,0,0,120,0,0,0,0,0,0,0,4,2010,6,1,159000
124,534403410,80,1,0.0,14112,1,0,1,1,1,1,1,1,1,1,1,5,5,7,1964,1964,1,1,3,6,3,86.0,1,1,2,1,2,4,4,1014,1,0,138,1152,1,2,1,1,1152,0,0,1152,1,0,1,0,3,1,1,6,1,1,1,1,1964.0,3,2.0,484.0,1,1,2,227,0,0,0,0,0,0,0,0,0,4,2010,1,1,180500
125,534425310,85,1,80.0,8800,1,0,2,1,1,2,1,1,2,1,1,4,6,7,1963,1963,2,1,7,8,3,156.0,1,3,2,1,2,1,4,763,1,0,173,936,1,3,1,1,1054,0,0,1054,1,0,1,0,3,1,2,6,1,0,0,1,1963.0,3,2.0,480.0,1,1,2,120,0,0,0,0,0,0,1,0,0,5,2010,1,4,137500
126,534427010,90,1,98.0,13260,1,0,1,1,1,2,1,1,1,1,4,1,5,6,1962,2001,1,1,5,6,3,144.0,1,1,1,1,2,2,1,1500,1,0,228,1728,1,2,1,1,1728,0,0,1728,2,0,2,0,6,2,1,10,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2010,7,4,84900
127,534430080,20,1,68.0,9717,1,0,2,1,1,2,1,1,1,1,1,1,5,6,1950,1996,1,1,7,8,2,0.0,1,1,1,1,2,3,4,49,5,1029,0,1078,1,4,1,2,1078,0,0,1078,1,0,1,0,2,1,2,5,1,0,0,1,1950.0,2,1.0,240.0,1,1,2,366,0,112,0,0,0,0,0,0,0,4,2010,1,1,142125
130,534450180,20,1,50.0,7207,1,0,1,1,1,2,1,14,1,1,1,1,5,7,1958,2008,2,1,3,1,2,0.0,1,3,1,1,2,1,1,696,1,0,162,858,1,4,1,1,858,0,0,858,1,0,1,0,2,1,1,4,1,0,0,0,0.0,0,0.0,0.0,0,0,2,117,0,0,0,0,0,0,0,0,0,2,2010,1,1,116500
131,534451150,30,1,55.0,5350,1,0,1,1,1,2,1,14,1,1,1,1,3,2,1940,1966,2,1,3,1,2,0.0,1,4,1,1,2,2,5,0,1,0,728,728,1,3,1,1,1306,0,0,1306,0,0,1,0,3,1,4,6,2,0,0,0,0.0,0,0.0,0.0,0,0,2,263,0,0,0,0,0,0,2,2,450,5,2010,1,1,76500
133,534476260,80,1,80.0,9600,1,0,2,1,1,2,1,1,1,1,1,5,6,6,1955,1972,2,1,8,11,3,164.0,1,1,1,1,2,4,1,674,2,132,350,1156,1,3,1,1,1520,0,0,1520,1,0,1,0,3,1,1,7,1,2,1,3,1955.0,3,1.0,364.0,1,1,2,0,0,189,0,0,0,0,0,0,0,3,2010,1,1,153000
135,535101020,85,1,75.0,11380,1,0,1,1,1,2,1,1,1,1,1,4,6,8,1966,2008,2,1,5,6,3,216.0,1,1,1,1,2,1,4,944,1,0,136,1080,1,4,1,1,1128,0,0,1128,1,0,1,0,2,1,2,5,1,1,1,1,1966.0,2,1.0,315.0,1,1,2,238,0,0,0,0,0,0,0,2,1500,1,2010,1,1,178000
136,535106190,90,1,80.0,11600,1,0,2,1,1,1,1,1,2,1,4,2,5,5,1960,1960,2,1,7,8,3,361.0,1,1,1,1,2,2,2,443,1,0,662,1105,1,2,1,2,1105,1169,0,2274,0,0,2,0,5,2,1,12,1,0,0,4,1960.0,2,2.0,480.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2010,1,1,154300
137,535125010,20,1,0.0,19900,1,0,2,1,1,2,1,1,6,1,1,1,7,5,1970,1989,2,1,6,1,3,287.0,1,1,1,2,2,1,4,912,1,0,1035,1947,1,2,1,1,2207,0,0,2207,1,0,2,0,3,1,1,7,4,1,1,1,1970.0,3,2.0,576.0,1,1,2,301,0,0,0,0,0,0,0,0,0,7,2010,1,1,180000
138,535126040,20,1,137.0,16492,1,0,1,1,1,1,1,1,6,1,1,1,6,6,1966,2002,2,1,1,1,2,0.0,2,1,1,1,2,2,3,247,5,713,557,1517,1,3,1,1,1888,0,0,1888,0,0,2,1,2,1,2,6,2,1,1,1,1966.0,1,2.0,578.0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2010,1,1,190000
139,535152010,90,1,70.0,8267,1,0,2,1,1,1,1,1,2,1,4,1,5,5,1958,1958,2,1,5,6,2,0.0,1,1,1,1,2,2,5,0,1,0,1604,1604,1,2,1,1,1604,0,0,1604,0,0,2,0,4,2,1,8,1,0,0,1,1958.0,2,2.0,576.0,1,1,2,42,0,0,0,0,0,0,0,0,0,3,2010,1,1,135000
140,535152050,20,1,70.0,8197,1,0,2,1,1,2,1,1,1,1,1,1,7,5,2003,2009,2,1,2,2,3,506.0,2,1,2,2,2,2,4,1188,1,0,292,1480,1,3,1,1,1480,0,0,1480,1,0,2,0,3,1,2,7,1,0,0,1,2003.0,3,2.0,620.0,1,1,2,252,73,0,0,0,0,0,1,2,300,2,2010,1,1,214000
141,535152130,20,1,0.0,8050,1,0,1,1,1,2,1,1,1,1,1,1,5,5,1959,1959,1,1,7,8,3,150.0,1,1,1,1,2,2,1,856,5,162,125,1143,1,2,1,1,1143,0,0,1143,1,0,1,0,3,1,1,6,1,0,0,1,1959.0,3,1.0,308.0,1,1,2,0,0,0,0,0,0,0,3,0,0,5,2010,1,1,136000
142,535152150,20,1,70.0,10552,1,0,1,1,1,2,1,1,1,1,1,1,5,5,1959,1959,1,1,1,4,2,0.0,1,1,1,1,2,2,2,1018,1,0,380,1398,1,4,1,1,1700,0,0,1700,0,1,1,1,4,1,2,6,1,1,1,1,1959.0,3,2.0,447.0,1,1,2,0,38,0,0,0,0,0,0,0,0,4,2010,1,1,165500
143,535152250,20,1,70.0,8400,1,0,2,1,1,2,1,1,1,1,1,1,5,6,1957,1957,2,1,7,8,2,0.0,1,3,1,1,2,2,2,922,1,0,392,1314,1,2,1,1,1314,0,0,1314,1,0,1,0,3,1,1,5,1,0,0,1,1957.0,3,1.0,294.0,1,1,2,250,0,0,0,0,0,0,0,0,0,6,2010,1,1,145000
144,535153070,20,1,73.0,8760,1,0,2,1,1,2,1,1,1,1,1,1,6,6,1959,1959,1,1,7,8,3,220.0,1,1,1,1,2,2,5,0,1,0,1194,1194,1,2,1,1,1194,0,0,1194,1,0,1,0,3,1,1,6,1,0,0,1,1959.0,3,1.0,312.0,1,1,2,0,0,120,0,0,0,0,0,0,0,4,2010,1,1,148000
145,535154050,20,1,0.0,12160,1,0,1,1,1,2,1,1,1,1,1,1,5,5,1959,1959,1,1,6,1,3,180.0,1,1,1,1,2,2,2,1000,1,0,188,1188,1,1,1,1,1188,0,0,1188,1,0,1,0,3,1,1,6,1,0,0,1,1959.0,3,2.0,531.0,1,1,2,0,0,0,0,0,0,0,1,0,0,5,2010,3,4,142000
146,535175070,20,1,73.0,9300,1,0,2,1,1,2,1,1,2,1,1,1,5,5,1960,1960,2,1,7,6,3,324.0,1,1,1,1,2,2,2,697,1,0,571,1268,1,2,1,1,1264,0,0,1264,1,0,1,0,3,1,1,6,1,2,1,1,1960.0,2,2.0,461.0,1,1,2,0,0,0,0,143,0,0,0,0,0,4,2010,1,1,167500
148,535179020,20,1,80.0,10032,1,0,2,1,1,2,1,1,1,1,1,1,6,5,1959,1959,2,1,3,3,1,432.0,1,1,1,1,2,2,2,734,1,0,510,1244,1,3,1,1,1580,0,0,1580,1,0,1,1,3,1,1,6,1,2,1,1,1956.0,2,2.0,440.0,1,1,2,0,28,0,0,160,0,0,2,0,0,6,2010,1,1,159500
149,535180130,50,1,60.0,8382,1,0,2,1,1,2,1,1,1,1,1,3,4,5,1956,1956,2,1,7,8,2,0.0,1,1,1,1,2,2,5,0,1,0,832,832,1,2,1,2,832,505,0,1337,0,0,1,0,3,1,1,5,1,0,0,1,1956.0,2,1.0,263.0,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2010,1,1,108000
150,535302080,20,1,60.0,10950,1,0,2,1,1,2,1,1,1,1,1,1,5,7,1952,1952,2,1,9,7,2,0.0,1,1,1,1,2,2,1,339,1,0,525,864,1,2,1,1,1064,0,0,1064,0,1,1,0,2,1,4,4,1,0,0,4,1952.0,2,1.0,318.0,1,1,2,0,0,0,0,0,0,0,0,0,0,5,2010,1,1,135000
152,535304060,190,1,70.0,13587,1,0,2,1,1,2,1,1,1,1,5,1,5,5,1958,1958,2,1,7,8,2,0.0,1,1,1,1,2,4,2,532,1,0,456,988,1,2,1,1,988,0,0,988,1,0,1,0,2,1,1,5,1,0,0,1,1958.0,2,1.0,264.0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,2010,1,4,119000
154,535325400,30,1,65.0,7898,1,0,2,1,1,1,1,1,1,1,1,1,4,7,1920,1994,2,1,7,8,2,0.0,1,1,4,1,2,2,5,0,1,0,576,576,1,4,1,1,985,0,0,985,0,1,1,0,2,1,1,4,1,0,0,4,1989.0,2,2.0,676.0,1,1,3,0,0,0,0,0,0,0,0,0,0,4,2010,1,1,105000
155,535327140,20,1,60.0,7200,1,0,2,1,1,2,1,1,1,1,1,1,5,7,1955,2007,2,1,2,2,2,0.0,1,1,5,0,0,0,0,0,0,0,0,0,1,3,1,1,827,0,0,827,0,0,1,0,2,1,1,5,2,1,3,4,1967.0,2,1.0,392.0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,2010,1,1,107500
156,535350030,20,1,85.0,10200,1,0,2,1,1,2,1,1,1,1,1,1,5,7,1954,2003,2,1,3,3,3,104.0,1,1,1,1,2,2,3,320,3,362,404,1086,1,4,1,1,1086,0,0,1086,1,0,1,0,3,1,1,6,1,0,0,1,1989.0,2,2.0,490.0,1,1,2,0,0,0,0,0,0,0,2,0,0,5,2010,1,1,144900
157,535350040,20,1,74.0,5868,1,0,2,1,1,2,1,1,1,1,1,1,5,7,1956,2000,2,1,7,8,2,0.0,1,1,1,1,2,2,1,248,5,240,448,936,1,3,1,1,936,0,0,936,1,0,1,0,2,1,1,4,1,0,0,1,1956.0,1,1.0,308.0,1,1,2,0,0,80,0,160,0,0,0,0,0,5,2010,1,1,129000
158,535353190,50,1,78.0,17503,1,0,2,1,1,2,1,1,7,1,1,3,6,5,1948,1950,2,1,2,2,2,0.0,1,1,1,1,2,2,5,0,1,0,912,912,1,2,1,1,912,546,0,1458,0,1,1,0,3,1,1,6,1,1,1,1,1948.0,2,1.0,330.0,1,1,2,192,0,0,0,0,0,0,0,0,0,1,2010,1,4,97500
159,535377090,90,1,64.0,6979,1,0,2,1,1,2,1,15,1,1,4,4,6,5,1980,1980,2,1,6,1,2,0.0,1,1,1,1,2,2,4,1056,1,0,0,1056,1,4,1,1,1056,0,0,1056,2,0,0,0,0,2,1,4,1,0,0,4,1980.0,2,2.0,576.0,1,1,2,264,56,0,0,0,0,0,3,2,600,6,2010,1,1,144000
160,535401080,20,1,0.0,9830,1,0,1,1,1,1,1,1,1,1,1,1,5,7,1959,2006,2,1,3,3,2,0.0,1,3,1,1,2,2,3,72,5,258,733,1063,1,3,1,1,1287,0,0,1287,1,0,1,0,3,1,2,7,1,1,1,4,1997.0,1,2.0,576.0,1,1,2,364,17,0,0,182,0,0,0,0,0,3,2010,1,1,162000
161,535425010,80,1,96.0,11275,1,0,2,1,1,1,1,1,3,1,1,5,7,7,1967,2007,3,2,3,3,3,300.0,2,3,1,2,2,2,5,0,1,0,710,710,1,3,1,1,1898,1080,0,2978,0,0,2,1,5,1,2,11,1,1,1,2,1961.0,1,2.0,564.0,1,1,2,240,0,0,0,0,0,0,0,0,0,6,2010,1,1,242000
162,535450210,50,1,60.0,8064,1,0,2,1,1,2,1,1,7,1,1,3,6,8,1948,2004,2,1,9,7,2,0.0,1,1,1,1,2,2,3,481,5,174,161,816,1,2,1,1,816,408,0,1224,1,0,1,0,3,1,1,5,1,0,0,4,1950.0,2,1.0,280.0,1,1,2,414,0,0,0,0,0,0,2,0,0,5,2010,1,1,132000
163,535453070,20,1,75.0,7500,1,0,2,1,1,2,1,1,1,1,1,1,5,7,1959,1994,1,1,1,4,2,0.0,1,1,1,1,2,2,6,340,5,906,0,1246,1,3,1,1,1246,0,0,1246,1,0,1,1,3,1,2,6,1,0,0,1,1959.0,3,1.0,305.0,1,1,2,218,0,0,0,0,0,0,3,0,0,5,2010,1,1,154000
164,535454070,50,1,71.0,8520,1,0,2,1,1,1,1,1,7,1,1,3,5,4,1952,1952,2,1,1,3,2,0.0,1,2,1,1,2,2,2,507,1,0,403,910,1,1,1,1,910,475,0,1385,0,0,2,0,4,1,1,6,1,0,0,4,2000.0,2,2.0,720.0,1,1,2,0,0,0,0,0,0,0,1,0,0,6,2010,1,1,166000
165,535456110,20,1,60.0,7200,1,0,2,1,1,1,1,1,1,1,1,1,5,7,1951,2000,2,1,3,3,2,0.0,1,1,1,1,2,3,1,234,5,486,180,900,1,2,1,1,900,0,0,900,0,1,1,0,3,1,2,5,1,0,0,4,2005.0,2,2.0,576.0,1,1,2,222,32,0,0,0,0,0,0,0,0,5,2010,1,1,134800
167,535457090,20,1,81.0,7635,1,0,1,1,1,1,1,1,1,1,1,1,5,6,1960,1960,2,1,1,3,2,0.0,1,1,1,1,2,2,2,588,2,350,237,1175,1,3,1,1,1175,0,0,1175,0,0,1,1,3,1,1,6,1,0,0,4,1960.0,3,2.0,484.0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2010,1,1,148000
168,535476350,20,1,80.0,9760,1,0,2,1,1,2,2,1,1,1,1,1,6,7,1963,1984,1,1,3,3,3,218.0,1,1,1,1,2,1,1,717,2,263,415,1395,1,2,1,1,1395,0,0,1395,1,0,1,0,2,1,1,7,4,1,2,1,1963.0,3,2.0,440.0,1,1,2,657,0,113,0,240,0,0,0,0,0,5,2010,1,1,192000
169,535477020,60,1,70.0,7700,1,0,2,1,1,2,1,1,3,1,1,2,6,5,1966,1966,2,1,7,8,3,351.0,1,1,1,1,2,2,5,0,1,0,756,756,1,2,1,1,1051,788,0,1839,0,0,1,1,4,1,1,7,1,1,2,1,1966.0,2,2.0,442.0,1,1,2,0,124,216,0,0,0,0,0,0,0,6,2010,1,1,155000
170,902102100,50,3,60.0,4800,1,0,2,1,1,1,1,15,1,1,1,3,4,5,1900,1954,1,1,3,3,3,771.0,1,1,2,1,2,2,3,48,1,0,661,709,1,2,1,1,1157,687,0,1844,1,0,1,0,3,1,1,9,3,2,1,3,1900.0,2,1.0,240.0,1,1,2,84,0,0,0,0,0,0,0,0,0,1,2010,3,4,80400
172,902106130,30,3,56.0,4485,1,2,2,1,1,2,1,15,7,1,1,1,5,7,1920,1950,2,1,3,3,2,0.0,1,1,2,1,2,2,1,579,1,0,357,936,1,2,1,1,936,0,0,936,1,0,1,0,2,1,1,5,1,1,1,0,0.0,0,0.0,0.0,0,0,1,51,0,135,0,0,0,0,1,0,0,5,2010,1,1,109500
173,902106140,30,3,56.0,8960,1,2,2,1,1,2,1,15,7,1,1,1,5,6,1927,1950,2,1,9,7,2,0.0,1,1,1,1,2,2,5,0,1,0,1008,1008,1,4,1,2,1028,0,0,1028,0,0,1,0,2,1,1,5,1,1,1,4,1927.0,2,2.0,360.0,1,1,2,0,0,130,0,0,0,0,0,0,0,3,2010,1,1,115000
174,902110090,20,3,69.0,5805,1,2,2,3,1,2,2,15,1,1,1,1,5,7,1957,1957,1,1,7,8,2,0.0,1,1,1,1,2,3,1,274,5,1073,0,1347,1,4,1,1,1347,0,0,1347,1,1,1,0,3,1,2,6,1,0,0,4,1957.0,2,2.0,551.0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2010,1,1,143000
175,902125080,50,3,60.0,5790,1,0,2,1,1,1,1,15,1,1,1,2,3,6,1915,1950,4,1,2,2,2,0.0,2,3,1,4,2,2,5,0,1,0,840,840,1,4,2,1,840,765,0,1605,0,0,2,0,3,2,1,8,1,0,0,4,1915.0,2,1.0,379.0,1,1,2,0,0,202,0,0,0,0,0,0,0,5,2010,1,1,107400
176,902125160,30,3,47.0,4608,1,0,2,1,1,1,1,15,7,1,1,1,4,6,1945,1950,2,1,7,8,2,0.0,1,3,1,1,2,2,5,0,1,0,747,747,1,2,1,1,747,0,0,747,0,0,1,0,2,1,1,4,1,0,0,1,1945.0,2,1.0,220.0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2010,1,1,80000
180,902206220,50,3,69.0,11851,1,0,2,1,1,2,1,15,7,1,1,3,5,7,1948,2009,2,1,2,2,2,0.0,1,3,4,1,2,2,1,780,1,0,247,1027,1,3,1,1,1027,606,0,1633,0,0,1,0,3,1,2,7,1,1,1,4,1948.0,2,1.0,240.0,1,1,2,0,100,126,0,0,0,0,0,0,0,6,2010,1,1,129000
182,902207130,30,3,68.0,9656,1,0,2,1,1,2,1,15,1,1,1,1,2,2,1923,1970,2,1,8,11,2,0.0,1,2,4,4,3,2,5,0,1,0,678,678,1,2,2,1,832,0,0,832,0,0,1,0,2,1,1,5,1,1,1,4,1928.0,2,2.0,780.0,2,2,3,0,0,0,0,0,0,0,0,0,0,6,2010,1,4,12789
184,902305110,70,3,60.0,9600,1,2,2,1,1,1,1,15,1,1,1,2,8,9,1900,2003,2,1,3,3,2,0.0,2,3,4,1,2,2,5,0,1,0,930,930,2,2,2,1,930,636,0,1566,0,0,2,0,3,1,2,7,1,0,0,4,1930.0,2,1.0,288.0,1,1,2,54,228,246,0,0,0,0,0,0,0,4,2010,1,4,150000
186,902329030,70,3,50.0,9000,1,2,2,1,1,2,1,15,1,1,1,2,8,9,1890,2002,2,1,3,3,2,0.0,2,3,6,4,3,2,5,0,1,0,346,346,1,3,1,1,1157,1111,0,2268,0,0,3,0,3,1,2,7,1,0,0,4,2003.0,2,2.0,624.0,1,1,3,0,108,0,0,0,0,0,0,0,0,4,2010,1,1,240000
187,902401060,190,3,100.0,9045,1,0,2,1,1,2,1,15,1,1,5,2,5,3,1910,1950,2,1,7,8,2,0.0,1,2,4,1,2,3,5,0,1,0,840,840,3,1,2,3,1128,1128,0,2256,0,0,2,0,4,2,4,12,1,0,0,0,0.0,0,0.0,0.0,0,0,3,0,18,18,0,0,0,0,0,0,0,6,2010,1,4,76500
190,902402250,190,3,60.0,11340,1,0,2,1,1,2,1,15,1,1,5,2,4,6,1885,1950,2,1,2,11,2,0.0,1,1,2,1,2,2,5,0,1,0,777,777,1,4,1,1,1246,1044,0,2290,0,0,2,0,4,2,1,11,1,0,0,4,1971.0,2,2.0,560.0,1,1,3,0,0,114,0,0,0,0,0,0,0,4,2010,1,1,122500
191,902403070,70,3,60.0,10560,1,0,2,1,1,2,1,15,1,1,1,2,6,7,1922,1994,2,1,3,3,2,0.0,1,1,1,4,2,2,2,283,1,0,455,738,1,3,1,1,868,602,0,1470,0,0,1,1,2,1,1,6,4,0,0,4,1970.0,2,2.0,624.0,1,1,2,0,0,0,0,0,0,0,0,0,0,6,2010,1,1,140750
192,903204040,50,3,53.0,5830,1,0,2,1,1,1,1,14,2,2,1,3,5,6,1950,1997,2,1,7,8,2,0.0,1,3,1,1,2,2,2,788,1,0,200,988,1,3,1,1,1030,582,0,1612,0,0,1,1,3,1,1,7,1,0,0,4,1950.0,2,1.0,363.0,1,1,2,0,0,0,0,0,0,0,1,0,0,3,2010,1,1,128500
193,903206120,75,1,0.0,7793,1,0,1,3,1,1,1,14,1,1,1,6,7,7,1922,2005,2,1,3,3,2,0.0,1,1,4,2,2,2,1,474,1,0,634,1108,1,2,2,2,1160,908,0,2068,0,0,1,1,3,1,2,8,1,1,1,4,1928.0,2,1.0,315.0,1,1,2,0,0,60,0,0,0,0,0,0,0,5,2010,1,1,209500
194,903225150,30,3,50.0,5000,1,0,2,1,1,2,1,14,2,1,1,1,4,7,1925,1950,2,1,7,8,2,0.0,1,1,4,1,2,2,2,188,1,0,577,765,1,2,2,3,765,0,0,765,1,0,1,0,2,1,2,4,1,0,0,4,1926.0,2,1.0,200.0,2,1,1,135,0,41,0,0,0,0,1,0,0,4,2010,1,1,87000
195,903226160,50,3,50.0,6000,1,0,2,1,1,2,1,14,1,1,1,3,6,7,1939,1950,2,1,7,8,2,0.0,1,1,4,1,1,2,1,452,2,12,144,608,1,2,1,1,608,524,0,1132,1,0,1,0,2,1,1,5,1,0,0,4,1939.0,2,1.0,240.0,1,1,2,0,0,128,0,0,0,0,1,0,0,4,2010,1,4,134000
196,903227020,50,3,50.0,6000,1,0,2,1,1,2,1,14,1,1,1,3,6,6,1940,1950,2,1,7,8,2,0.0,1,3,1,1,2,2,6,264,1,0,308,572,1,3,1,2,848,348,0,1196,0,1,1,1,3,1,1,6,1,2,1,4,1973.0,2,2.0,576.0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,2010,1,1,128000
197,903227150,50,3,53.0,6360,1,0,2,1,1,1,1,14,2,1,1,3,5,6,1942,1950,2,1,7,8,1,300.0,1,1,1,1,2,2,2,360,2,159,316,835,1,2,1,2,955,498,0,1453,0,0,1,1,3,1,2,7,3,2,5,4,1942.0,2,1.0,240.0,1,1,2,0,0,35,0,148,0,0,0,0,0,3,2010,1,1,132000
200,903233120,50,3,52.0,6240,1,0,2,1,1,2,1,14,1,1,1,3,5,5,1930,1950,2,1,7,8,2,0.0,1,1,4,1,2,2,6,448,1,0,480,928,1,2,1,3,928,608,0,1536,0,0,2,0,4,1,1,7,1,1,1,4,1930.0,2,2.0,480.0,1,1,2,0,10,0,0,0,0,0,1,0,0,3,2010,1,1,138400
201,903234050,30,3,51.0,6120,1,0,2,1,1,2,1,15,7,1,1,1,6,5,1923,1950,2,1,3,3,2,0.0,1,1,4,4,3,2,3,960,1,0,164,1124,1,2,1,1,1068,0,0,1068,1,0,1,0,2,1,1,5,1,1,1,4,1923.0,2,1.0,288.0,1,1,2,0,0,128,0,0,0,0,0,0,0,3,2010,1,1,109500
203,903426180,50,3,57.0,8094,1,2,2,1,1,2,1,15,1,1,1,3,4,5,1915,1950,2,1,7,8,2,0.0,1,2,1,1,2,2,5,0,1,0,888,888,1,3,1,1,888,1074,0,1962,0,0,1,1,4,1,1,9,1,1,2,4,1915.0,2,2.0,572.0,1,1,2,160,0,364,0,0,0,0,3,0,0,6,2010,1,1,149500
