"","x"
"5252","WalkingUpstairs"
"5253","WalkingUpstairs"
"5254","WalkingUpstairs"
"5255","WalkingUpstairs"
"5256","WalkingUpstairs"
"5257","WalkingUpstairs"
"5258","WalkingUpstairs"
"5259","WalkingUpstairs"
"5260","WalkingUpstairs"
"5261","WalkingUpstairs"
"5262","WalkingUpstairs"
"5263","WalkingUpstairs"
"5264","WalkingUpstairs"
"5265","WalkingUpstairs"
"5266","WalkingUpstairs"
"5267","WalkingUpstairs"
"5268","WalkingUpstairs"
"5269","WalkingUpstairs"
"5270","WalkingUpstairs"
"5271","WalkingUpstairs"
"5272","Standing"
"5273","Standing"
"5274","Standing"
"5275","Standing"
"5276","Standing"
"5277","Standing"
"5278","Standing"
"5279","Standing"
"5280","Standing"
"5281","Standing"
"5282","Standing"
"5283","Standing"
"5284","Standing"
"5285","Standing"
"5286","Standing"
"5287","Standing"
"5288","Standing"
"5289","Standing"
"5290","Standing"
"5291","Standing"
"5292","Standing"
"5293","Standing"
"5294","Standing"
"5295","Standing"
"5296","Standing"
"5297","Standing"
"5298","Standing"
"5299","Standing"
"5300","Standing"
"5301","Standing"
"5302","Standing"
"5303","Standing"
"5304","Standing"
"5305","Standing"
"5306","Standing"
"5307","Standing"
"5308","Standing"
"5309","Sitting"
"5310","Sitting"
"5311","Sitting"
"5312","Sitting"
"5313","Sitting"
"5314","Sitting"
"5315","Sitting"
"5316","Sitting"
"5317","Sitting"
"5318","Sitting"
"5319","Sitting"
"5320","Sitting"
"5321","Sitting"
"5322","Sitting"
"5323","Sitting"
"5324","Sitting"
"5325","Sitting"
"5326","Sitting"
"5327","Sitting"
"5328","Sitting"
"5329","Sitting"
"5330","Sitting"
"5331","Sitting"
"5332","Sitting"
"5333","Sitting"
"5334","Sitting"
"5335","Sitting"
"5336","Sitting"
"5337","Sitting"
"5338","Sitting"
"5339","Sitting"
"5340","Laying"
"5341","Laying"
"5342","Laying"
"5343","Laying"
"5344","Laying"
"5345","Laying"
"5346","Laying"
"5347","Laying"
"5348","Laying"
"5349","Laying"
"5350","Laying"
"5351","Laying"
"5352","Laying"
"5353","Laying"
"5354","Laying"
"5355","Laying"
"5356","Laying"
"5357","Laying"
"5358","Laying"
"5359","Laying"
"5360","Laying"
"5361","Laying"
"5362","Laying"
"5363","Laying"
"5364","Laying"
"5365","Laying"
"5366","Laying"
"5367","Laying"
"5368","Laying"
"5369","Laying"
"5370","Laying"
"5371","Laying"
"5372","Laying"
"5373","Laying"
"5374","Laying"
"5375","Laying"
"5376","Laying"
"5377","Laying"
"5378","Laying"
"5379","Laying"
"5380","Walking"
"5381","Walking"
"5382","Walking"
"5383","Walking"
"5384","Walking"
"5385","Walking"
"5386","Walking"
"5387","Walking"
"5388","Walking"
"5389","Walking"
"5390","Walking"
"5391","Walking"
"5392","Walking"
"5393","Walking"
"5394","Walking"
"5395","Walking"
"5396","Walking"
"5397","Walking"
"5398","Walking"
"5399","Walking"
"5400","Walking"
"5401","Walking"
"5402","Walking"
"5403","Walking"
"5404","Walking"
"5405","Walking"
"5406","Walking"
"5407","Walking"
"5408","Walking"
"5409","Walking"
"5410","Walking"
"5411","Walking"
"5412","Walking"
"5413","Walking"
"5414","Walking"
"5415","Walking"
"5416","Walking"
"5417","Walking"
"5418","WalkingDownstairs"
"5419","WalkingDownstairs"
"5420","WalkingDownstairs"
"5421","WalkingDownstairs"
"5422","WalkingDownstairs"
"5423","WalkingDownstairs"
"5424","WalkingDownstairs"
"5425","WalkingDownstairs"
"5426","WalkingDownstairs"
"5427","WalkingDownstairs"
"5428","WalkingDownstairs"
"5429","WalkingDownstairs"
"5430","WalkingDownstairs"
"5431","WalkingDownstairs"
"5432","WalkingDownstairs"
"5433","WalkingDownstairs"
"5434","WalkingDownstairs"
"5435","WalkingDownstairs"
"5436","WalkingDownstairs"
"5437","WalkingDownstairs"
"5438","WalkingDownstairs"
"5439","WalkingDownstairs"
"5440","WalkingDownstairs"
"5441","WalkingDownstairs"
"5442","WalkingDownstairs"
"5443","WalkingDownstairs"
"5444","WalkingDownstairs"
"5445","WalkingDownstairs"
"5446","WalkingUpstairs"
"5447","WalkingUpstairs"
"5448","WalkingUpstairs"
"5449","WalkingUpstairs"
"5450","WalkingUpstairs"
"5451","WalkingUpstairs"
"5452","WalkingUpstairs"
"5453","WalkingUpstairs"
"5454","WalkingUpstairs"
"5455","WalkingUpstairs"
"5456","WalkingUpstairs"
"5457","WalkingUpstairs"
"5458","WalkingUpstairs"
"5459","WalkingUpstairs"
"5460","WalkingUpstairs"
"5461","WalkingUpstairs"
"5462","WalkingUpstairs"
"5463","WalkingUpstairs"
"5464","WalkingUpstairs"
"5465","WalkingUpstairs"
"5466","WalkingUpstairs"
"5467","WalkingUpstairs"
"5468","WalkingUpstairs"
"5469","WalkingUpstairs"
"5470","WalkingUpstairs"
"5471","WalkingUpstairs"
"5472","WalkingUpstairs"
"5473","WalkingUpstairs"
"5474","WalkingUpstairs"
"5475","WalkingUpstairs"
"5476","Standing"
"5477","Standing"
"5478","Standing"
"5479","Standing"
"5480","Standing"
"5481","Standing"
"5482","Standing"
"5483","Standing"
"5484","Standing"
"5485","Standing"
"5486","Standing"
"5487","Standing"
"5488","Standing"
"5489","Standing"
"5490","Standing"
"5491","Standing"
"5492","Standing"
"5493","Standing"
"5494","Standing"
"5495","Standing"
"5496","Standing"
"5497","Standing"
"5498","Standing"
"5499","Standing"
"5500","Standing"
"5501","Standing"
"5502","Standing"
"5503","Standing"
"5504","Standing"
"5505","Standing"
"5506","Standing"
"5507","Standing"
"5508","Standing"
"5509","Standing"
"5510","Standing"
"5511","Standing"
"5512","Standing"
"5513","Standing"
"5514","Sitting"
"5515","Sitting"
"5516","Sitting"
"5517","Sitting"
"5518","Sitting"
"5519","Sitting"
"5520","Sitting"
"5521","Sitting"
"5522","Sitting"
"5523","Sitting"
"5524","Sitting"
"5525","Sitting"
"5526","Sitting"
"5527","Sitting"
"5528","Sitting"
"5529","Sitting"
"5530","Sitting"
"5531","Sitting"
"5532","Sitting"
"5533","Sitting"
"5534","Sitting"
"5535","Sitting"
"5536","Sitting"
"5537","Sitting"
"5538","Sitting"
"5539","Sitting"
"5540","Sitting"
"5541","Sitting"
"5542","Sitting"
"5543","Sitting"
"5544","Sitting"
"5545","Sitting"
"5546","Sitting"
"5547","Sitting"
"5548","Sitting"
"5549","Sitting"
"5550","Sitting"
"5551","Sitting"
"5552","Sitting"
"5553","Sitting"
"5554","Sitting"
"5555","Sitting"
"5556","Sitting"
"5557","Sitting"
"5558","Laying"
"5559","Laying"
"5560","Laying"
"5561","Laying"
"5562","Laying"
"5563","Laying"
"5564","Laying"
"5565","Laying"
"5566","Laying"
"5567","Laying"
"5568","Laying"
"5569","Laying"
"5570","Laying"
"5571","Laying"
"5572","Laying"
"5573","Laying"
"5574","Laying"
"5575","Laying"
"5576","Laying"
"5577","Laying"
"5578","Laying"
"5579","Laying"
"5580","Laying"
"5581","Laying"
"5582","Laying"
"5583","Laying"
"5584","Laying"
"5585","Laying"
"5586","Laying"
"5587","Laying"
"5588","Laying"
"5589","Laying"
"5590","Laying"
"5591","Laying"
"5592","Walking"
"5593","Walking"
"5594","Walking"
"5595","Walking"
"5596","Walking"
"5597","Walking"
"5598","Walking"
"5599","Walking"
"5600","Walking"
"5601","Walking"
"5602","Walking"
"5603","Walking"
"5604","Walking"
"5605","Walking"
"5606","Walking"
"5607","Walking"
"5608","Walking"
"5609","Walking"
"5610","Walking"
"5611","Walking"
"5612","Walking"
"5613","Walking"
"5614","Walking"
"5615","Walking"
"5616","Walking"
"5617","Walking"
"5618","Walking"
"5619","Walking"
"5620","WalkingDownstairs"
"5621","WalkingDownstairs"
"5622","WalkingDownstairs"
"5623","WalkingDownstairs"
"5624","WalkingDownstairs"
"5625","WalkingDownstairs"
"5626","WalkingDownstairs"
"5627","WalkingDownstairs"
"5628","WalkingDownstairs"
"5629","WalkingDownstairs"
"5630","WalkingDownstairs"
"5631","WalkingDownstairs"
"5632","WalkingDownstairs"
"5633","WalkingDownstairs"
"5634","WalkingDownstairs"
"5635","WalkingDownstairs"
"5636","WalkingDownstairs"
"5637","WalkingDownstairs"
"5638","WalkingDownstairs"
"5639","WalkingDownstairs"
"5640","WalkingDownstairs"
"5641","WalkingDownstairs"
"5642","WalkingDownstairs"
"5643","WalkingDownstairs"
"5644","WalkingDownstairs"
"5645","WalkingUpstairs"
"5646","WalkingUpstairs"
"5647","WalkingUpstairs"
"5648","WalkingUpstairs"
"5649","WalkingUpstairs"
"5650","WalkingUpstairs"
"5651","WalkingUpstairs"
"5652","WalkingUpstairs"
"5653","WalkingUpstairs"
"5654","WalkingUpstairs"
"5655","WalkingUpstairs"
"5656","WalkingUpstairs"
"5657","WalkingUpstairs"
"5658","WalkingUpstairs"
"5659","WalkingUpstairs"
"5660","WalkingUpstairs"
"5661","WalkingUpstairs"
"5662","WalkingUpstairs"
"5663","WalkingUpstairs"
"5664","WalkingUpstairs"
"5665","WalkingUpstairs"
"5666","WalkingUpstairs"
"5667","WalkingUpstairs"
"5668","WalkingUpstairs"
"5669","WalkingUpstairs"
"5670","WalkingUpstairs"
"5671","WalkingUpstairs"
"5672","WalkingUpstairs"
"5673","Standing"
"5674","Standing"
"5675","Standing"
"5676","Standing"
"5677","Standing"
"5678","Standing"
"5679","Standing"
"5680","Standing"
"5681","Standing"
"5682","Standing"
"5683","Standing"
"5684","Standing"
"5685","Standing"
"5686","Standing"
"5687","Standing"
"5688","Standing"
"5689","Standing"
"5690","Standing"
"5691","Standing"
"5692","Standing"
"5693","Standing"
"5694","Standing"
"5695","Standing"
"5696","Standing"
"5697","Standing"
"5698","Standing"
"5699","Standing"
"5700","Standing"
"5701","Standing"
"5702","Standing"
"5703","Standing"
"5704","Standing"
"5705","Standing"
"5706","Standing"
"5707","Standing"
"5708","Standing"
"5709","Sitting"
"5710","Sitting"
"5711","Sitting"
"5712","Sitting"
"5713","Sitting"
"5714","Sitting"
"5715","Sitting"
"5716","Sitting"
"5717","Sitting"
"5718","Sitting"
"5719","Sitting"
"5720","Sitting"
"5721","Sitting"
"5722","Sitting"
"5723","Sitting"
"5724","Sitting"
"5725","Sitting"
"5726","Sitting"
"5727","Sitting"
"5728","Sitting"
"5729","Sitting"
"5730","Sitting"
"5731","Sitting"
"5732","Sitting"
"5733","Sitting"
"5734","Sitting"
"5735","Sitting"
"5736","Sitting"
"5737","Sitting"
"5738","Sitting"
"5739","Sitting"
"5740","Sitting"
"5741","Sitting"
"5742","Sitting"
"5743","Laying"
"5744","Laying"
"5745","Laying"
"5746","Laying"
"5747","Laying"
"5748","Laying"
"5749","Laying"
"5750","Laying"
"5751","Laying"
"5752","Laying"
"5753","Laying"
"5754","Laying"
"5755","Laying"
"5756","Laying"
"5757","Laying"
"5758","Laying"
"5759","Laying"
"5760","Laying"
"5761","Laying"
"5762","Laying"
"5763","Laying"
"5764","Laying"
"5765","Laying"
"5766","Laying"
"5767","Laying"
"5768","Laying"
"5769","Laying"
"5770","Laying"
"5771","Laying"
"5772","Laying"
"5773","Laying"
"5774","Laying"
"5775","Laying"
"5776","Laying"
"5777","Laying"
"5778","Laying"
"5779","Laying"
"5780","Laying"
"5781","Laying"
"5782","Laying"
"5783","Laying"
"5784","Laying"
"5785","Walking"
"5786","Walking"
"5787","Walking"
"5788","Walking"
"5789","Walking"
"5790","Walking"
"5791","Walking"
"5792","Walking"
"5793","Walking"
"5794","Walking"
"5795","Walking"
"5796","Walking"
"5797","Walking"
"5798","Walking"
"5799","Walking"
"5800","Walking"
"5801","Walking"
"5802","Walking"
"5803","Walking"
"5804","Walking"
"5805","Walking"
"5806","Walking"
"5807","Walking"
"5808","Walking"
"5809","Walking"
"5810","Walking"
"5811","Walking"
"5812","Walking"
"5813","Walking"
"5814","Walking"
"5815","Walking"
"5816","WalkingDownstairs"
"5817","WalkingDownstairs"
"5818","WalkingDownstairs"
"5819","WalkingDownstairs"
"5820","WalkingDownstairs"
"5821","WalkingDownstairs"
"5822","WalkingDownstairs"
"5823","WalkingDownstairs"
"5824","WalkingDownstairs"
"5825","WalkingDownstairs"
"5826","WalkingDownstairs"
"5827","WalkingDownstairs"
"5828","WalkingDownstairs"
"5829","WalkingDownstairs"
"5830","WalkingDownstairs"
"5831","WalkingDownstairs"
"5832","WalkingDownstairs"
"5833","WalkingUpstairs"
"5834","WalkingUpstairs"
"5835","WalkingUpstairs"
"5836","WalkingUpstairs"
"5837","WalkingUpstairs"
"5838","WalkingUpstairs"
"5839","WalkingUpstairs"
"5840","WalkingUpstairs"
"5841","WalkingUpstairs"
"5842","WalkingUpstairs"
"5843","WalkingUpstairs"
"5844","WalkingUpstairs"
"5845","WalkingUpstairs"
"5846","WalkingUpstairs"
"5847","WalkingUpstairs"
"5848","WalkingUpstairs"
"5849","WalkingUpstairs"
"5850","WalkingUpstairs"
"5851","WalkingDownstairs"
"5852","WalkingDownstairs"
"5853","WalkingDownstairs"
"5854","WalkingDownstairs"
"5855","WalkingDownstairs"
"5856","WalkingDownstairs"
"5857","WalkingDownstairs"
"5858","WalkingDownstairs"
"5859","WalkingUpstairs"
"5860","WalkingUpstairs"
"5861","WalkingUpstairs"
"5862","WalkingUpstairs"
"5863","WalkingUpstairs"
"5864","WalkingUpstairs"
"5865","WalkingUpstairs"
"5866","WalkingUpstairs"
"5867","WalkingUpstairs"
"5868","Standing"
"5869","Standing"
"5870","Standing"
"5871","Standing"
"5872","Standing"
"5873","Standing"
"5874","Standing"
"5875","Standing"
"5876","Standing"
"5877","Standing"
"5878","Standing"
"5879","Standing"
"5880","Standing"
"5881","Standing"
"5882","Standing"
"5883","Standing"
"5884","Standing"
"5885","Standing"
"5886","Standing"
"5887","Standing"
"5888","Standing"
"5889","Standing"
"5890","Standing"
"5891","Standing"
"5892","Standing"
"5893","Standing"
"5894","Standing"
"5895","Standing"
"5896","Standing"
"5897","Standing"
"5898","Standing"
"5899","Standing"
"5900","Standing"
"5901","Standing"
"5902","Standing"
"5903","Standing"
"5904","Sitting"
"5905","Sitting"
"5906","Sitting"
"5907","Sitting"
"5908","Sitting"
"5909","Sitting"
"5910","Sitting"
"5911","Sitting"
"5912","Sitting"
"5913","Sitting"
"5914","Sitting"
"5915","Sitting"
"5916","Sitting"
"5917","Sitting"
"5918","Sitting"
"5919","Sitting"
"5920","Sitting"
"5921","Sitting"
"5922","Sitting"
"5923","Sitting"
"5924","Sitting"
"5925","Sitting"
"5926","Sitting"
"5927","Sitting"
"5928","Sitting"
"5929","Sitting"
"5930","Sitting"
"5931","Sitting"
"5932","Sitting"
"5933","Sitting"
"5934","Sitting"
"5935","Sitting"
"5936","Sitting"
"5937","Sitting"
"5938","Sitting"
"5939","Sitting"
"5940","Sitting"
"5941","Laying"
"5942","Laying"
"5943","Laying"
"5944","Laying"
"5945","Laying"
"5946","Laying"
"5947","Laying"
"5948","Laying"
"5949","Laying"
"5950","Laying"
"5951","Laying"
"5952","Laying"
"5953","Laying"
"5954","Laying"
"5955","Laying"
"5956","Laying"
"5957","Laying"
"5958","Laying"
"5959","Laying"
"5960","Laying"
"5961","Laying"
"5962","Laying"
"5963","Laying"
"5964","Laying"
"5965","Laying"
"5966","Laying"
"5967","Laying"
"5968","Laying"
"5969","Laying"
"5970","Laying"
"5971","Laying"
"5972","Laying"
"5973","Laying"
"5974","Laying"
"5975","Laying"
"5976","Laying"
"5977","Walking"
"5978","Walking"
"5979","Walking"
"5980","Walking"
"5981","Walking"
"5982","Walking"
"5983","Walking"
"5984","Walking"
"5985","Walking"
"5986","Walking"
"5987","Walking"
"5988","Walking"
"5989","Walking"
"5990","Walking"
"5991","Walking"
"5992","Walking"
"5993","Walking"
"5994","Walking"
"5995","Walking"
"5996","Walking"
"5997","Walking"
"5998","Walking"
"5999","Walking"
"6000","Walking"
"6001","Walking"
"6002","Walking"
"6003","Walking"
"6004","Walking"
"6005","WalkingDownstairs"
"6006","WalkingDownstairs"
"6007","WalkingDownstairs"
"6008","WalkingDownstairs"
"6009","WalkingDownstairs"
"6010","WalkingDownstairs"
"6011","WalkingDownstairs"
"6012","WalkingDownstairs"
"6013","WalkingDownstairs"
"6014","WalkingDownstairs"
"6015","WalkingDownstairs"
"6016","WalkingDownstairs"
"6017","WalkingDownstairs"
"6018","WalkingDownstairs"
"6019","WalkingDownstairs"
"6020","WalkingDownstairs"
"6021","WalkingDownstairs"
"6022","WalkingDownstairs"
"6023","WalkingDownstairs"
"6024","WalkingDownstairs"
"6025","WalkingDownstairs"
"6026","WalkingDownstairs"
"6027","WalkingUpstairs"
"6028","WalkingUpstairs"
"6029","WalkingUpstairs"
"6030","WalkingUpstairs"
"6031","WalkingUpstairs"
"6032","WalkingUpstairs"
"6033","WalkingUpstairs"
"6034","WalkingUpstairs"
"6035","WalkingUpstairs"
"6036","WalkingUpstairs"
"6037","WalkingUpstairs"
"6038","WalkingUpstairs"
"6039","WalkingUpstairs"
"6040","WalkingUpstairs"
"6041","WalkingUpstairs"
"6042","WalkingUpstairs"
"6043","WalkingUpstairs"
"6044","WalkingUpstairs"
"6045","WalkingUpstairs"
"6046","WalkingUpstairs"
"6047","WalkingUpstairs"
"6048","WalkingUpstairs"
"6049","WalkingUpstairs"
"6050","WalkingUpstairs"
"6051","WalkingUpstairs"
"6052","Standing"
"6053","Standing"
"6054","Standing"
"6055","Standing"
"6056","Standing"
"6057","Standing"
"6058","Standing"
"6059","Standing"
"6060","Standing"
"6061","Standing"
"6062","Standing"
"6063","Standing"
"6064","Standing"
"6065","Standing"
"6066","Standing"
"6067","Standing"
"6068","Standing"
"6069","Standing"
"6070","Standing"
"6071","Standing"
"6072","Standing"
"6073","Standing"
"6074","Standing"
"6075","Standing"
"6076","Standing"
"6077","Standing"
"6078","Standing"
"6079","Standing"
"6080","Standing"
"6081","Standing"
"6082","Standing"
"6083","Standing"
"6084","Standing"
"6085","Standing"
"6086","Standing"
"6087","Standing"
"6088","Standing"
"6089","Standing"
"6090","Standing"
"6091","Standing"
"6092","Standing"
"6093","Standing"
"6094","Standing"
"6095","Standing"
"6096","Sitting"
"6097","Sitting"
"6098","Sitting"
"6099","Sitting"
"6100","Sitting"
"6101","Sitting"
"6102","Sitting"
"6103","Sitting"
"6104","Sitting"
"6105","Sitting"
"6106","Sitting"
"6107","Sitting"
"6108","Sitting"
"6109","Sitting"
"6110","Sitting"
"6111","Sitting"
"6112","Sitting"
"6113","Sitting"
"6114","Sitting"
"6115","Sitting"
"6116","Sitting"
"6117","Sitting"
"6118","Sitting"
"6119","Sitting"
"6120","Sitting"
"6121","Sitting"
"6122","Sitting"
"6123","Sitting"
"6124","Sitting"
"6125","Sitting"
"6126","Sitting"
"6127","Sitting"
"6128","Sitting"
"6129","Laying"
"6130","Laying"
"6131","Laying"
"6132","Laying"
"6133","Laying"
"6134","Laying"
"6135","Laying"
"6136","Laying"
"6137","Laying"
"6138","Laying"
"6139","Laying"
"6140","Laying"
"6141","Laying"
"6142","Laying"
"6143","Laying"
"6144","Laying"
"6145","Laying"
"6146","Laying"
"6147","Laying"
"6148","Laying"
"6149","Laying"
"6150","Laying"
"6151","Laying"
"6152","Laying"
"6153","Laying"
"6154","Laying"
"6155","Laying"
"6156","Laying"
"6157","Laying"
"6158","Laying"
"6159","Laying"
"6160","Laying"
"6161","Laying"
"6162","Laying"
"6163","Laying"
"6164","Laying"
"6165","Laying"
"6166","Laying"
"6167","Walking"
"6168","Walking"
"6169","Walking"
"6170","Walking"
"6171","Walking"
"6172","Walking"
"6173","Walking"
"6174","Walking"
"6175","Walking"
"6176","Walking"
"6177","Walking"
"6178","Walking"
"6179","Walking"
"6180","Walking"
"6181","Walking"
"6182","Walking"
"6183","Walking"
"6184","Walking"
"6185","Walking"
"6186","Walking"
"6187","Walking"
"6188","Walking"
"6189","Walking"
"6190","Walking"
"6191","Walking"
"6192","Walking"
"6193","Walking"
"6194","Walking"
"6195","Walking"
"6196","WalkingDownstairs"
"6197","WalkingDownstairs"
"6198","WalkingDownstairs"
"6199","WalkingDownstairs"
"6200","WalkingDownstairs"
"6201","WalkingDownstairs"
"6202","WalkingDownstairs"
"6203","WalkingDownstairs"
"6204","WalkingDownstairs"
"6205","WalkingDownstairs"
"6206","WalkingDownstairs"
"6207","WalkingDownstairs"
"6208","WalkingDownstairs"
"6209","WalkingDownstairs"
"6210","WalkingDownstairs"
"6211","WalkingDownstairs"
"6212","WalkingDownstairs"
"6213","WalkingDownstairs"
"6214","WalkingDownstairs"
"6215","WalkingDownstairs"
"6216","WalkingDownstairs"
"6217","WalkingDownstairs"
"6218","WalkingUpstairs"
"6219","WalkingUpstairs"
"6220","WalkingUpstairs"
"6221","WalkingUpstairs"
"6222","WalkingUpstairs"
"6223","WalkingUpstairs"
"6224","WalkingUpstairs"
"6225","WalkingUpstairs"
"6226","WalkingUpstairs"
"6227","WalkingUpstairs"
"6228","WalkingUpstairs"
"6229","WalkingUpstairs"
"6230","WalkingUpstairs"
"6231","WalkingUpstairs"
"6232","WalkingUpstairs"
"6233","WalkingUpstairs"
"6234","WalkingUpstairs"
"6235","WalkingUpstairs"
"6236","WalkingUpstairs"
"6237","WalkingUpstairs"
"6238","WalkingUpstairs"
"6239","WalkingUpstairs"
"6240","WalkingUpstairs"
"6241","WalkingUpstairs"
"6242","WalkingUpstairs"
"6243","WalkingUpstairs"
"6244","Standing"
"6245","Standing"
"6246","Standing"
"6247","Standing"
"6248","Standing"
"6249","Standing"
"6250","Standing"
"6251","Standing"
"6252","Standing"
"6253","Standing"
"6254","Standing"
"6255","Standing"
"6256","Standing"
"6257","Standing"
"6258","Standing"
"6259","Standing"
"6260","Standing"
"6261","Standing"
"6262","Standing"
"6263","Standing"
"6264","Standing"
"6265","Standing"
"6266","Standing"
"6267","Standing"
"6268","Standing"
"6269","Standing"
"6270","Standing"
"6271","Standing"
"6272","Standing"
"6273","Standing"
"6274","Standing"
"6275","Standing"
"6276","Standing"
"6277","Standing"
"6278","Standing"
"6279","Standing"
"6280","Standing"
"6281","Standing"
"6282","Standing"
"6283","Standing"
"6284","Standing"
"6285","Standing"
"6286","Standing"
"6287","Sitting"
"6288","Sitting"
"6289","Sitting"
"6290","Sitting"
"6291","Sitting"
"6292","Sitting"
"6293","Sitting"
"6294","Sitting"
"6295","Sitting"
"6296","Sitting"
"6297","Sitting"
"6298","Sitting"
"6299","Sitting"
"6300","Sitting"
"6301","Sitting"
"6302","Sitting"
"6303","Sitting"
"6304","Sitting"
"6305","Sitting"
"6306","Sitting"
"6307","Sitting"
"6308","Sitting"
"6309","Sitting"
"6310","Sitting"
"6311","Sitting"
"6312","Sitting"
"6313","Sitting"
"6314","Sitting"
"6315","Sitting"
"6316","Sitting"
"6317","Sitting"
"6318","Sitting"
"6319","Sitting"
"6320","Sitting"
"6321","Sitting"
"6322","Sitting"
"6323","Sitting"
"6324","Sitting"
"6325","Sitting"
"6326","Sitting"
"6327","Sitting"
"6328","Sitting"
"6329","Sitting"
"6330","Laying"
"6331","Laying"
"6332","Laying"
"6333","Laying"
"6334","Laying"
"6335","Laying"
"6336","Laying"
"6337","Laying"
"6338","Laying"
"6339","Laying"
"6340","Laying"
"6341","Laying"
"6342","Laying"
"6343","Laying"
"6344","Laying"
"6345","Laying"
"6346","Laying"
"6347","Laying"
"6348","Laying"
"6349","Laying"
"6350","Laying"
"6351","Laying"
"6352","Laying"
"6353","Laying"
"6354","Laying"
"6355","Laying"
"6356","Laying"
"6357","Laying"
"6358","Laying"
"6359","Laying"
"6360","Laying"
"6361","Laying"
"6362","Laying"
"6363","Laying"
"6364","Laying"
"6365","Laying"
"6366","Laying"
"6367","Laying"
"6368","Laying"
"6369","Laying"
"6370","Laying"
"6371","Laying"
"6372","Walking"
"6373","Walking"
"6374","Walking"
"6375","Walking"
"6376","Walking"
"6377","Walking"
"6378","Walking"
"6379","Walking"
"6380","Walking"
"6381","Walking"
"6382","Walking"
"6383","Walking"
"6384","Walking"
"6385","Walking"
"6386","Walking"
"6387","Walking"
"6388","Walking"
"6389","Walking"
"6390","Walking"
"6391","Walking"
"6392","Walking"
"6393","Walking"
"6394","Walking"
"6395","Walking"
"6396","Walking"
"6397","Walking"
"6398","Walking"
"6399","Walking"
"6400","WalkingDownstairs"
"6401","WalkingDownstairs"
"6402","WalkingDownstairs"
"6403","WalkingDownstairs"
"6404","WalkingDownstairs"
"6405","WalkingDownstairs"
"6406","WalkingDownstairs"
"6407","WalkingDownstairs"
"6408","WalkingUpstairs"
"6409","WalkingUpstairs"
"6410","WalkingUpstairs"
"6411","WalkingUpstairs"
"6412","WalkingUpstairs"
"6413","WalkingUpstairs"
"6414","WalkingUpstairs"
"6415","WalkingUpstairs"
"6416","WalkingUpstairs"
"6417","WalkingDownstairs"
"6418","WalkingDownstairs"
"6419","WalkingDownstairs"
"6420","WalkingDownstairs"
"6421","WalkingDownstairs"
"6422","WalkingDownstairs"
"6423","WalkingDownstairs"
"6424","WalkingDownstairs"
"6425","WalkingDownstairs"
"6426","WalkingDownstairs"
"6427","WalkingDownstairs"
"6428","WalkingDownstairs"
"6429","WalkingDownstairs"
"6430","WalkingDownstairs"
"6431","WalkingDownstairs"
"6432","WalkingDownstairs"
"6433","WalkingUpstairs"
"6434","WalkingUpstairs"
"6435","WalkingUpstairs"
"6436","WalkingUpstairs"
"6437","WalkingUpstairs"
"6438","WalkingUpstairs"
"6439","WalkingUpstairs"
"6440","WalkingUpstairs"
"6441","WalkingUpstairs"
"6442","WalkingUpstairs"
"6443","WalkingUpstairs"
"6444","WalkingUpstairs"
"6445","WalkingUpstairs"
"6446","WalkingUpstairs"
"6447","WalkingUpstairs"
"6448","WalkingUpstairs"
"6449","WalkingUpstairs"
"6450","WalkingUpstairs"
"6451","WalkingUpstairs"
"6452","Standing"
"6453","Standing"
"6454","Standing"
"6455","Standing"
"6456","Standing"
"6457","Standing"
"6458","Standing"
"6459","Standing"
"6460","Standing"
"6461","Standing"
"6462","Standing"
"6463","Standing"
"6464","Standing"
"6465","Standing"
"6466","Standing"
"6467","Standing"
"6468","Standing"
"6469","Standing"
"6470","Standing"
"6471","Standing"
"6472","Standing"
"6473","Standing"
"6474","Standing"
"6475","Standing"
"6476","Standing"
"6477","Standing"
"6478","Standing"
"6479","Standing"
"6480","Standing"
"6481","Standing"
"6482","Standing"
"6483","Standing"
"6484","Standing"
"6485","Standing"
"6486","Standing"
"6487","Standing"
"6488","Sitting"
"6489","Sitting"
"6490","Sitting"
"6491","Sitting"
"6492","Sitting"
"6493","Sitting"
"6494","Sitting"
"6495","Sitting"
"6496","Sitting"
"6497","Sitting"
"6498","Sitting"
"6499","Sitting"
"6500","Sitting"
"6501","Sitting"
"6502","Sitting"
"6503","Sitting"
"6504","Sitting"
"6505","Sitting"
"6506","Sitting"
"6507","Sitting"
"6508","Sitting"
"6509","Sitting"
"6510","Sitting"
"6511","Sitting"
"6512","Sitting"
"6513","Sitting"
"6514","Sitting"
"6515","Sitting"
"6516","Sitting"
"6517","Laying"
"6518","Laying"
"6519","Laying"
"6520","Laying"
"6521","Laying"
"6522","Laying"
"6523","Laying"
"6524","Laying"
"6525","Laying"
"6526","Laying"
"6527","Laying"
"6528","Laying"
"6529","Laying"
"6530","Laying"
"6531","Laying"
"6532","Laying"
"6533","Laying"
"6534","Laying"
"6535","Laying"
"6536","Laying"
"6537","Laying"
"6538","Laying"
"6539","Laying"
"6540","Laying"
"6541","Laying"
"6542","Laying"
"6543","Laying"
"6544","Laying"
"6545","Laying"
"6546","Laying"
"6547","Laying"
"6548","Laying"
"6549","Laying"
"6550","Laying"
"6551","Laying"
"6552","Laying"
"6553","Laying"
"6554","Laying"
"6555","Walking"
"6556","Walking"
"6557","Walking"
"6558","Walking"
